;,ENVI Out,put,of RO,Is (5.5.1),[Tue Nov 05,11:47:24 20,19],,,
,2631  3,427,3265,772589.67,2049700.93,18.520282,-72.418085,174,226,255
,2632  3,428,3265,772589.76,2049700.93,18.520282,-72.418084,167,216,255
,2633  3,429,3265,772589.84,2049700.93,18.520282,-72.418083,155,201,255
,2634  3,430,3265,772589.92,2049700.93,18.520282,-72.418083,142,178,242
,2635  3,431,3265,772590,2049700.93,18.520282,-72.418082,132,158,222
,2636  3,432,3265,772590.08,2049700.93,18.520282,-72.418081,126,143,202
,2637  3,433,3265,772590.16,2049700.93,18.520282,-72.41808,120,144,198
,2638  3,434,3265,772590.24,2049700.93,18.520282,-72.41808,113,152,203
,2639  3,435,3265,772590.32,2049700.93,18.520282,-72.418079,115,156,207
,2640  3,436,3265,772590.4,2049700.93,18.520282,-72.418078,117,157,211
,2641  3,437,3265,772590.48,2049700.93,18.520282,-72.418077,118,154,213
,2642  3,382,3266,772586.06,2049700.85,18.520282,-72.418119,131,179,232
,2643  3,383,3266,772586.14,2049700.85,18.520282,-72.418118,138,186,242
,2644  3,384,3266,772586.22,2049700.85,18.520282,-72.418118,145,197,250
,2645  3,385,3266,772586.3,2049700.85,18.520282,-72.418117,152,207,255
,2646  3,386,3266,772586.38,2049700.85,18.520282,-72.418116,155,214,255
,2647  3,387,3266,772586.46,2049700.85,18.520282,-72.418115,159,218,255
,2648  3,388,3266,772586.54,2049700.85,18.520282,-72.418115,163,219,255
,2649  3,389,3266,772586.62,2049700.85,18.520282,-72.418114,160,211,255
,2650  3,390,3266,772586.7,2049700.85,18.520282,-72.418113,157,201,255
,2651  3,391,3266,772586.78,2049700.85,18.520282,-72.418112,154,191,238
,2652  3,392,3266,772586.86,2049700.85,18.520282,-72.418111,146,181,220
,2653  3,393,3266,772586.94,2049700.85,18.520282,-72.418111,137,172,202
,2654  3,394,3266,772587.02,2049700.85,18.520282,-72.41811,129,153,195
,2655  3,395,3266,772587.1,2049700.85,18.520282,-72.418109,122,139,187
,2656  3,396,3266,772587.18,2049700.85,18.520282,-72.418108,118,136,180
,2657  3,397,3266,772587.27,2049700.85,18.520282,-72.418108,115,143,188
,2658  3,398,3266,772587.35,2049700.85,18.520282,-72.418107,113,154,202
,2659  3,399,3266,772587.43,2049700.85,18.520282,-72.418106,117,161,215
,2660  3,400,3266,772587.51,2049700.85,18.520282,-72.418105,122,166,223
,2661  3,401,3266,772587.59,2049700.85,18.520282,-72.418105,127,170,223
,2662  3,402,3266,772587.67,2049700.85,18.520282,-72.418104,130,173,223
,2663  3,403,3266,772587.75,2049700.85,18.520282,-72.418103,133,174,224
,2664  3,404,3266,772587.83,2049700.85,18.520282,-72.418102,135,169,227
,2665  3,405,3266,772587.91,2049700.85,18.520282,-72.418102,136,172,232
,2666  3,406,3266,772587.99,2049700.85,18.520282,-72.418101,137,180,237
,2667  3,407,3266,772588.07,2049700.85,18.520282,-72.4181,138,186,236
,2668  3,408,3266,772588.15,2049700.85,18.520282,-72.418099,139,190,234
,2669  3,409,3266,772588.23,2049700.85,18.520282,-72.418099,140,183,232
,2670  3,410,3266,772588.31,2049700.85,18.520282,-72.418098,140,180,236
,2671  3,411,3266,772588.39,2049700.85,18.520282,-72.418097,141,179,243
,2672  3,412,3266,772588.47,2049700.85,18.520282,-72.418096,141,189,251
,2673  3,413,3266,772588.55,2049700.85,18.520282,-72.418096,142,198,253
,2674  3,414,3266,772588.63,2049700.85,18.520282,-72.418095,143,204,247
,2675  3,415,3266,772588.71,2049700.85,18.520282,-72.418094,137,194,243
,2676  3,416,3266,772588.79,2049700.85,18.520282,-72.418093,129,178,237
,2677  3,417,3266,772588.87,2049700.85,18.520282,-72.418092,121,163,222
,2678  3,418,3266,772588.95,2049700.85,18.520282,-72.418092,118,153,208
,2679  3,419,3266,772589.03,2049700.85,18.520282,-72.418091,119,147,194
,2680  3,420,3266,772589.11,2049700.85,18.520281,-72.41809,120,156,217
,2681  3,421,3266,772589.19,2049700.85,18.520281,-72.418089,124,172,247
,2682  3,422,3266,772589.27,2049700.85,18.520281,-72.418089,139,201,255
,2683  3,423,3266,772589.35,2049700.85,18.520281,-72.418088,155,226,255
,2684  3,424,3266,772589.43,2049700.85,18.520281,-72.418087,171,247,255
,2685  3,425,3266,772589.51,2049700.85,18.520281,-72.418086,168,232,255
,2686  3,426,3266,772589.59,2049700.85,18.520281,-72.418086,165,217,255
,2687  3,427,3266,772589.67,2049700.85,18.520281,-72.418085,162,207,255
,2688  3,428,3266,772589.76,2049700.85,18.520281,-72.418084,154,194,245
,2689  3,429,3266,772589.84,2049700.85,18.520281,-72.418083,142,178,229
,2690  3,430,3266,772589.92,2049700.85,18.520281,-72.418083,131,157,221
,2691  3,431,3266,772590,2049700.85,18.520281,-72.418082,123,145,212
,2692  3,432,3266,772590.08,2049700.85,18.520281,-72.418081,121,144,203
,2693  3,433,3266,772590.16,2049700.85,18.520281,-72.41808,118,155,206
,2694  3,434,3266,772590.24,2049700.85,18.520281,-72.41808,116,167,214
,2695  3,435,3266,772590.32,2049700.85,18.520281,-72.418079,119,164,220
,2696  3,436,3266,772590.4,2049700.85,18.520281,-72.418078,121,162,225
,2697  3,437,3266,772590.48,2049700.85,18.520281,-72.418077,123,160,229
,2698  3,438,3266,772590.56,2049700.85,18.520281,-72.418077,134,170,232
,2699  3,382,3267,772586.06,2049700.77,18.520281,-72.418119,134,176,230
,2700  3,383,3267,772586.14,2049700.77,18.520281,-72.418118,141,185,240
,2701  3,384,3267,772586.22,2049700.77,18.520281,-72.418118,148,193,246
,2702  3,385,3267,772586.3,2049700.77,18.520281,-72.418117,154,201,251
,2703  3,386,3267,772586.38,2049700.77,18.520281,-72.418116,155,208,255
,2704  3,387,3267,772586.46,2049700.77,18.520281,-72.418115,157,208,255
,2705  3,388,3267,772586.54,2049700.77,18.520281,-72.418115,158,203,249
,2706  3,389,3267,772586.62,2049700.77,18.520281,-72.418114,153,195,243
,2707  3,390,3267,772586.7,2049700.77,18.520281,-72.418113,147,185,233
,2708  3,391,3267,772586.78,2049700.77,18.520281,-72.418112,142,175,220
,2709  3,392,3267,772586.86,2049700.77,18.520281,-72.418111,134,167,205
,2710  3,393,3267,772586.94,2049700.77,18.520281,-72.418111,124,161,190
,2711  3,394,3267,772587.02,2049700.77,18.520281,-72.41811,115,146,184
,2712  3,395,3267,772587.1,2049700.77,18.520281,-72.418109,109,134,178
,2713  3,396,3267,772587.18,2049700.77,18.520281,-72.418108,108,126,172
,2714  3,397,3267,772587.27,2049700.77,18.520281,-72.418108,107,135,183
,2715  3,398,3267,772587.35,2049700.77,18.520281,-72.418107,108,146,197
,2716  3,399,3267,772587.43,2049700.77,18.520281,-72.418106,113,154,212
,2717  3,400,3267,772587.51,2049700.77,18.520281,-72.418105,118,163,223
,2718  3,401,3267,772587.59,2049700.77,18.520281,-72.418105,123,173,229
,2719  3,402,3267,772587.67,2049700.77,18.520281,-72.418104,126,175,236
,2720  3,403,3267,772587.75,2049700.77,18.520281,-72.418103,131,176,239
,2721  3,404,3267,772587.83,2049700.77,18.520281,-72.418102,134,178,237
,2722  3,405,3267,772587.91,2049700.77,18.520281,-72.418102,136,184,236
,2723  3,406,3267,772587.99,2049700.77,18.520281,-72.418101,137,191,235
,2724  3,407,3267,772588.07,2049700.77,18.520281,-72.4181,139,187,236
,2725  3,408,3267,772588.15,2049700.77,18.520281,-72.418099,140,184,236
,2726  3,409,3267,772588.23,2049700.77,18.520281,-72.418099,142,179,237
,2727  3,410,3267,772588.31,2049700.77,18.520281,-72.418098,143,185,244
,2728  3,411,3267,772588.39,2049700.77,18.520281,-72.418097,145,195,254
,2729  3,412,3267,772588.47,2049700.77,18.520281,-72.418096,148,207,255
,2730  3,413,3267,772588.55,2049700.77,18.520281,-72.418096,151,210,255
,2731  3,414,3267,772588.63,2049700.77,18.520281,-72.418095,153,206,252
,2732  3,415,3267,772588.71,2049700.77,18.520281,-72.418094,144,191,242
,2733  3,416,3267,772588.79,2049700.77,18.520281,-72.418093,133,175,231
,2734  3,417,3267,772588.87,2049700.77,18.520281,-72.418092,122,161,218
,2735  3,418,3267,772588.95,2049700.77,18.520281,-72.418092,119,152,205
,2736  3,419,3267,772589.03,2049700.77,18.520281,-72.418091,122,145,191
,2737  3,420,3267,772589.11,2049700.77,18.520281,-72.41809,124,160,221
,2738  3,421,3267,772589.19,2049700.77,18.520281,-72.418089,130,180,252
,2739  3,422,3267,772589.27,2049700.77,18.520281,-72.418089,143,210,255
,2740  3,423,3267,772589.35,2049700.77,18.520281,-72.418088,157,231,255
,2741  3,424,3267,772589.43,2049700.77,18.520281,-72.418087,169,247,255
,2742  3,425,3267,772589.51,2049700.77,18.520281,-72.418086,163,224,255
,2743  3,426,3267,772589.59,2049700.77,18.520281,-72.418086,157,205,255
,2744  3,427,3267,772589.67,2049700.77,18.520281,-72.418085,151,190,244
,2745  3,428,3267,772589.76,2049700.77,18.520281,-72.418084,142,175,224
,2746  3,429,3267,772589.84,2049700.77,18.520281,-72.418083,133,159,206
,2747  3,430,3267,772589.92,2049700.77,18.520281,-72.418083,124,142,207
,2748  3,431,3267,772590,2049700.77,18.520281,-72.418082,119,140,208
,2749  3,432,3267,772590.08,2049700.77,18.520281,-72.418081,119,155,209
,2750  3,433,3267,772590.16,2049700.77,18.520281,-72.41808,119,172,216
,2751  3,434,3267,772590.24,2049700.77,18.520281,-72.41808,120,182,224
,2752  3,435,3267,772590.32,2049700.77,18.520281,-72.418079,123,169,233
,2753  3,436,3267,772590.4,2049700.77,18.520281,-72.418078,126,163,240
,2754  3,437,3267,772590.48,2049700.77,18.520281,-72.418077,129,161,245
,2755  3,438,3267,772590.56,2049700.77,18.520281,-72.418077,143,184,250
,2756  3,439,3267,772590.64,2049700.77,18.520281,-72.418076,157,208,255
,2757  3,440,3267,772590.72,2049700.77,18.520281,-72.418075,171,232,255
,2758  3,381,3268,772585.98,2049700.69,18.52028,-72.41812,124,164,218
,2759  3,382,3268,772586.06,2049700.69,18.52028,-72.418119,131,173,228
,2760  3,383,3268,772586.14,2049700.69,18.52028,-72.418118,137,182,239
,2761  3,384,3268,772586.22,2049700.69,18.52028,-72.418118,143,188,241
,2762  3,385,3268,772586.3,2049700.69,18.52028,-72.418117,148,193,244
,2763  3,386,3268,772586.38,2049700.69,18.52028,-72.418116,150,197,246
,2764  3,387,3268,772586.46,2049700.69,18.52028,-72.418115,151,194,241
,2765  3,388,3268,772586.54,2049700.69,18.52028,-72.418115,151,187,232
,2766  3,389,3268,772586.62,2049700.69,18.52028,-72.418114,145,180,223
,2767  3,390,3268,772586.7,2049700.69,18.52028,-72.418113,139,170,214
,2768  3,391,3268,772586.78,2049700.69,18.52028,-72.418112,133,156,202
,2769  3,392,3268,772586.86,2049700.69,18.52028,-72.418111,125,149,190
,2770  3,393,3268,772586.94,2049700.69,18.52028,-72.418111,117,143,180
,2771  3,394,3268,772587.02,2049700.69,18.52028,-72.41811,109,132,174
,2772  3,395,3268,772587.1,2049700.69,18.52028,-72.418109,106,127,169
,2773  3,396,3268,772587.18,2049700.69,18.52028,-72.418108,107,127,164
,2774  3,397,3268,772587.27,2049700.69,18.52028,-72.418108,109,136,178
,2775  3,398,3268,772587.35,2049700.69,18.52028,-72.418107,111,146,194
,2776  3,399,3268,772587.43,2049700.69,18.52028,-72.418106,116,161,210
,2777  3,400,3268,772587.51,2049700.69,18.52028,-72.418105,120,173,224
,2778  3,401,3268,772587.59,2049700.69,18.52028,-72.418105,125,184,237
,2779  3,402,3268,772587.67,2049700.69,18.52028,-72.418104,129,183,250
,2780  3,403,3268,772587.75,2049700.69,18.52028,-72.418103,132,183,254
,2781  3,404,3268,772587.83,2049700.69,18.52028,-72.418102,135,186,246
,2782  3,405,3268,772587.91,2049700.69,18.52028,-72.418102,136,188,238
,2783  3,406,3268,772587.99,2049700.69,18.52028,-72.418101,138,189,231
,2784  3,407,3268,772588.07,2049700.69,18.52028,-72.4181,139,182,236
,2785  3,408,3268,772588.15,2049700.69,18.52028,-72.418099,142,180,239
,2786  3,409,3268,772588.23,2049700.69,18.52028,-72.418099,145,182,243
,2787  3,410,3268,772588.31,2049700.69,18.52028,-72.418098,148,196,253
,2788  3,411,3268,772588.39,2049700.69,18.52028,-72.418097,151,210,255
,2789  3,412,3268,772588.47,2049700.69,18.52028,-72.418096,154,220,255
,2790  3,413,3268,772588.55,2049700.69,18.52028,-72.418096,157,217,255
,2791  3,414,3268,772588.63,2049700.69,18.52028,-72.418095,160,203,254
,2792  3,415,3268,772588.71,2049700.69,18.52028,-72.418094,147,187,237
,2793  3,416,3268,772588.79,2049700.69,18.52028,-72.418093,134,171,223
,2794  3,417,3268,772588.87,2049700.69,18.52028,-72.418092,120,157,211
,2795  3,418,3268,772588.95,2049700.69,18.52028,-72.418092,119,147,199
,2796  3,419,3268,772589.03,2049700.69,18.52028,-72.418091,123,141,188
,2797  3,420,3268,772589.11,2049700.69,18.52028,-72.41809,128,164,219
,2798  3,421,3268,772589.19,2049700.69,18.52028,-72.418089,135,190,250
,2799  3,422,3268,772589.27,2049700.69,18.52028,-72.418089,147,221,255
,2800  3,423,3268,772589.35,2049700.69,18.52028,-72.418088,158,225,255
,2801  3,424,3268,772589.43,2049700.69,18.52028,-72.418087,167,220,255
,2802  3,425,3268,772589.51,2049700.69,18.52028,-72.418086,157,203,255
,2803  3,426,3268,772589.59,2049700.69,18.52028,-72.418086,148,189,248
,2804  3,427,3268,772589.67,2049700.69,18.52028,-72.418085,139,176,233
,2805  3,428,3268,772589.76,2049700.69,18.52028,-72.418084,132,161,217
,2806  3,429,3268,772589.84,2049700.69,18.52028,-72.418083,125,149,206
,2807  3,430,3268,772589.92,2049700.69,18.52028,-72.418083,118,150,212
,2808  3,431,3268,772590,2049700.69,18.52028,-72.418082,116,156,218
,2809  3,432,3268,772590.08,2049700.69,18.52028,-72.418081,118,169,224
,2810  3,433,3268,772590.16,2049700.69,18.52028,-72.41808,121,172,224
,2811  3,434,3268,772590.24,2049700.69,18.52028,-72.41808,123,170,225
,2812  3,435,3268,772590.32,2049700.69,18.52028,-72.418079,127,157,227
,2813  3,436,3268,772590.4,2049700.69,18.52028,-72.418078,131,163,240
,2814  3,437,3268,772590.48,2049700.69,18.52028,-72.418077,135,178,255
,2815  3,438,3268,772590.56,2049700.69,18.52028,-72.418077,153,207,255
,2816  3,439,3268,772590.64,2049700.69,18.52028,-72.418076,170,233,255
,2817  3,440,3268,772590.72,2049700.69,18.52028,-72.418075,187,252,255
,2818  3,441,3268,772590.8,2049700.69,18.52028,-72.418074,194,255,255
,2819  3,442,3268,772590.88,2049700.69,18.52028,-72.418073,198,255,255
,2820  3,381,3269,772585.98,2049700.61,18.52028,-72.41812,122,166,222
,2821  3,382,3269,772586.06,2049700.61,18.52028,-72.418119,128,176,232
,2822  3,383,3269,772586.14,2049700.61,18.52028,-72.418118,134,185,241
,2823  3,384,3269,772586.22,2049700.61,18.52028,-72.418118,139,186,241
,2824  3,385,3269,772586.3,2049700.61,18.52028,-72.418117,142,189,241
,2825  3,386,3269,772586.38,2049700.61,18.52028,-72.418116,143,193,241
,2826  3,387,3269,772586.46,2049700.61,18.52028,-72.418115,144,187,233
,2827  3,388,3269,772586.54,2049700.61,18.52028,-72.418115,144,181,224
,2828  3,389,3269,772586.62,2049700.61,18.52028,-72.418114,137,173,214
,2829  3,390,3269,772586.7,2049700.61,18.52028,-72.418113,130,161,204
,2830  3,391,3269,772586.78,2049700.61,18.52028,-72.418112,123,146,193
,2831  3,392,3269,772586.86,2049700.61,18.52028,-72.418112,116,137,182
,2832  3,393,3269,772586.94,2049700.61,18.52028,-72.418111,110,130,173
,2833  3,394,3269,772587.02,2049700.61,18.52028,-72.41811,103,124,169
,2834  3,395,3269,772587.1,2049700.61,18.52028,-72.418109,103,124,165
,2835  3,396,3269,772587.18,2049700.61,18.52028,-72.418108,107,127,162
,2836  3,397,3269,772587.27,2049700.61,18.52028,-72.418108,111,139,179
,2837  3,398,3269,772587.35,2049700.61,18.52028,-72.418107,115,153,196
,2838  3,399,3269,772587.43,2049700.61,18.52028,-72.418106,120,173,213
,2839  3,400,3269,772587.51,2049700.61,18.52028,-72.418105,124,185,228
,2840  3,401,3269,772587.59,2049700.61,18.52028,-72.418105,130,194,244
,2841  3,402,3269,772587.67,2049700.61,18.52028,-72.418104,132,191,255
,2842  3,403,3269,772587.75,2049700.61,18.520279,-72.418103,134,190,255
,2843  3,404,3269,772587.83,2049700.61,18.520279,-72.418102,136,190,251
,2844  3,405,3269,772587.91,2049700.61,18.520279,-72.418102,137,186,239
,2845  3,406,3269,772587.99,2049700.61,18.520279,-72.418101,139,181,229
,2846  3,407,3269,772588.07,2049700.61,18.520279,-72.4181,140,173,236
,2847  3,408,3269,772588.15,2049700.61,18.520279,-72.418099,144,179,242
,2848  3,409,3269,772588.23,2049700.61,18.520279,-72.418099,150,196,249
,2849  3,410,3269,772588.31,2049700.61,18.520279,-72.418098,155,213,255
,2850  3,411,3269,772588.39,2049700.61,18.520279,-72.418097,158,225,255
,2851  3,412,3269,772588.47,2049700.61,18.520279,-72.418096,158,223,255
,2852  3,413,3269,772588.55,2049700.61,18.520279,-72.418096,158,214,255
,2853  3,414,3269,772588.63,2049700.61,18.520279,-72.418095,157,201,255
,2854  3,415,3269,772588.71,2049700.61,18.520279,-72.418094,143,181,232
,2855  3,416,3269,772588.79,2049700.61,18.520279,-72.418093,129,164,214
,2856  3,417,3269,772588.87,2049700.61,18.520279,-72.418092,115,149,204
,2857  3,418,3269,772588.95,2049700.61,18.520279,-72.418092,116,145,194
,2858  3,419,3269,772589.03,2049700.61,18.520279,-72.418091,121,148,187
,2859  3,420,3269,772589.11,2049700.61,18.520279,-72.41809,126,169,218
,2860  3,421,3269,772589.19,2049700.61,18.520279,-72.418089,133,189,247
,2861  3,422,3269,772589.27,2049700.61,18.520279,-72.418089,143,209,255
,2862  3,423,3269,772589.35,2049700.61,18.520279,-72.418088,153,210,255
,2863  3,424,3269,772589.43,2049700.61,18.520279,-72.418087,159,205,255
,2864  3,425,3269,772589.51,2049700.61,18.520279,-72.418086,150,191,245
,2865  3,426,3269,772589.59,2049700.61,18.520279,-72.418086,140,178,233
,2866  3,427,3269,772589.67,2049700.61,18.520279,-72.418085,130,165,222
,2867  3,428,3269,772589.76,2049700.61,18.520279,-72.418084,125,157,211
,2868  3,429,3269,772589.84,2049700.61,18.520279,-72.418083,121,154,206
,2869  3,430,3269,772589.92,2049700.61,18.520279,-72.418083,116,159,218
,2870  3,431,3269,772590,2049700.61,18.520279,-72.418082,117,166,229
,2871  3,432,3269,772590.08,2049700.61,18.520279,-72.418081,119,174,239
,2872  3,433,3269,772590.16,2049700.61,18.520279,-72.41808,122,172,232
,2873  3,434,3269,772590.24,2049700.61,18.520279,-72.41808,125,166,225
,2874  3,435,3269,772590.32,2049700.61,18.520279,-72.418079,130,156,220
,2875  3,436,3269,772590.4,2049700.61,18.520279,-72.418078,135,171,241
,2876  3,437,3269,772590.48,2049700.61,18.520279,-72.418077,142,195,255
,2877  3,438,3269,772590.56,2049700.61,18.520279,-72.418077,161,227,255
,2878  3,439,3269,772590.64,2049700.61,18.520279,-72.418076,181,254,255
,2879  3,440,3269,772590.72,2049700.61,18.520279,-72.418075,201,255,255
,2880  3,441,3269,772590.8,2049700.61,18.520279,-72.418074,206,255,255
,2881  3,442,3269,772590.88,2049700.61,18.520279,-72.418073,209,255,255
,2882  3,443,3269,772590.96,2049700.61,18.520279,-72.418073,211,255,255
,2883  3,381,3270,772585.98,2049700.53,18.520279,-72.41812,122,171,226
,2884  3,382,3270,772586.06,2049700.53,18.520279,-72.418119,127,179,236
,2885  3,383,3270,772586.14,2049700.53,18.520279,-72.418118,131,184,244
,2886  3,384,3270,772586.22,2049700.53,18.520279,-72.418118,135,184,241
,2887  3,385,3270,772586.3,2049700.53,18.520279,-72.418117,137,185,239
,2888  3,386,3270,772586.38,2049700.53,18.520279,-72.418116,138,188,236
,2889  3,387,3270,772586.46,2049700.53,18.520279,-72.418115,138,183,227
,2890  3,388,3270,772586.54,2049700.53,18.520279,-72.418115,137,177,218
,2891  3,389,3270,772586.62,2049700.53,18.520279,-72.418114,129,168,209
,2892  3,390,3270,772586.7,2049700.53,18.520279,-72.418113,121,155,199
,2893  3,391,3270,772586.78,2049700.53,18.520279,-72.418112,114,140,187
